OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO,ARC,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
139,391993,JMW TRUCKING SERVICES INC,1800 ALLEN AVE SE,CANTON,OH,44707,NOT AVAILABLE,(330) 484-2428,TRANSFER,OPEN,STARK,39151,USA,40.7766752161883,-81.3765680336878,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,JMW TRUCKING SERVICES INC.,NOT AVAILABLE,SWTF018421,not ARC,39151,NA,NA,NA,NA,NA,NA
141,391998,KIMBLE TRANSFER & RECYCLING FACILITY - CANTON,2295 BOLIVAR RD SW,CANTON,OH,44706,NOT AVAILABLE,(330) 343-1226,TRANSFER,OPEN,STARK,39151,USA,40.7734089999254,-81.3963403204494,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,KEITH B KIMBLE,NOT AVAILABLE,SWTF018420,not ARC,39151,NA,NA,NA,NA,NA,NA
142,391968,AKRON CENTRAL TRANSFER FACILITY,389 FOUNTAIN ST,AKRON,OH,44306,NOT AVAILABLE,(330) 996-5378,TRANSFER,OPEN,SUMMIT,39153,USA,41.0688177633292,-81.5032142172623,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,AKRON TRANSFER STATION,NOT AVAILABLE,SWTF018423,not ARC,39153,NA,NA,NA,NA,NA,NA
144,391996,KIMBLE TRANSFER & RECYCLING - TWINSBURG,8500 CHAMBERLIN ROAD,TWINSBURG,OH,44087,NOT AVAILABLE,(330) 343-1226,TRANSFER,OPEN,SUMMIT,39153,USA,41.3004543845623,-81.4735088087845,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,KEITH B KIMBLE,NOT AVAILABLE,SWTF018453,not ARC,39153,NA,NA,NA,NA,NA,NA
156,392012,REPUBLIC SERVICES OF OHIO LLC AKRON TRANSFER FACILITY,964 HAZEL ST,AKRON,OH,44305,NOT AVAILABLE,(330) 434-9183,TRANSFER,OPEN,SUMMIT,39153,USA,41.0788575563312,-81.4853727668397,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,REPUBLIC SERVICES OF OHIO HAULING LLC,NOT AVAILABLE,SWTF018449,not ARC,39153,NA,NA,NA,NA,NA,NA
157,391983,ENVIRONMENTAL TRANSFER SYSTEM INC,300 MARTIN LUTHER KING DRIVE SW,WARREN,OH,44485,NOT AVAILABLE,(330) 395-8333,TRANSFER,OPEN,TRUMBULL,39155,USA,41.2344975184458,-80.8601311562279,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,"ENVIRONMENTAL TRANSFER SYSTEM, INC.",NOT AVAILABLE,SWTF018443,in ARC,39155,39155920700,39155920700,39155920700,391559207005,391559207005,391559207001
158,392022,VAN WERT TRANSFER STATION,7780 US RTE 127 N,VAN WERT,OH,45891,NOT AVAILABLE,(419) 238-3034,TRANSFER,CLOSED,VAN WERT,39161,USA,40.8867705888916,-84.58356255217,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,"REPUBLIC SERVICES OF IN, LP DBA NATIONAL SERV-ALL",NOT AVAILABLE,SWTF018428,not ARC,39161,NA,NA,NA,NA,NA,NA
159,392029,YOUNG'S WASTE SERVICE LTD,920 E JACKSON ST,VAN WERT,OH,45891,NOT AVAILABLE,(419) 238-9200,TRANSFER,OPEN,VAN WERT,39161,USA,40.8705098075816,-84.5711245874297,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,RICH RILEY & STEVE HALL,NOT AVAILABLE,SWTF018427,not ARC,39161,NA,NA,NA,NA,NA,NA
160,391972,BROWNING FERRIS INDUSTRIES OF OHIO INC - GLENWILLOW,30300 PETTIBONE RD,GLENWILLOW,OH,44139,NOT AVAILABLE,(440) 786-9390,TRANSFER,OPEN,CUYAHOGA,39035,USA,41.3536557407199,-81.4640855675949,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,BROWNING FERRIS INDUSTRIES OF OHIO,NOT AVAILABLE,SWTF018431,not ARC,39035,NA,NA,NA,NA,NA,NA
174,391970,APEX ENVIRONMENTAL LLC,53002 HIGH RIDGE RD,BRIDGEPORT,OH,43912,NOT AVAILABLE,(740) 543-4389,TRANSFER,OPEN,BELMONT,39013,USA,40.058210007286,-80.8337754345886,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,APEX ENVIRONMENTAL LLC,NOT AVAILABLE,SWTF018372,in ARC,39013,39013012400,39013012400,39013012400,390130124004,390130124004,390130124004
175,391978,CITY OF CLEVELAND - RIDGE ROAD TRANSFER FACILITY,3727 RIDGE RD,CLEVELAND,OH,44144,NOT AVAILABLE,(216) 664-3719,TRANSFER,OPEN,CUYAHOGA,39035,USA,41.4545928979439,-81.7347279911039,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,CLEVELAND DIVISION OF WASTE COLLECTION,NOT AVAILABLE,SWTF018379,not ARC,39035,NA,NA,NA,NA,NA,NA
176,391979,CLEVELAND HEIGHTS TRANSFER FACILITY,2951 MAYFIELD RD,CLEVELAND HEIGHTS,OH,44118,NOT AVAILABLE,(440) 781-2351,TRANSFER,OPEN,CUYAHOGA,39035,USA,41.5138199950968,-81.5751597893927,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,CITY OF CLEVELAND HEIGHTS,NOT AVAILABLE,SWTF018380,not ARC,39035,NA,NA,NA,NA,NA,NA
177,391991,RUMPKE WASTE INC HARVARD ROAD TRANSFER FACILITY,3227 HARVARD RD,NEWBURGH HEIGHTS,OH,44105,NOT AVAILABLE,(513) 851-0122,TRANSFER,OPEN,CUYAHOGA,39035,USA,41.4501886633761,-81.6668769216326,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,RUMPKE WASTE INC,NOT AVAILABLE,SWTF018382,not ARC,39035,NA,NA,NA,NA,NA,NA
178,391994,KELLEYS ISLAND TRANSFER FACILITY,CLARENCE ST,KELLEYS ISLAND,OH,43438,NOT AVAILABLE,(419) 746-2535,TRANSFER,OPEN,ERIE,39043,USA,41.6072158279482,-82.7205384058227,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,VILLAGE OF KELLEYS ISLAND,NOT AVAILABLE,SWTF018391,not ARC,39043,NA,NA,NA,NA,NA,NA
179,391973,REPUBLIC SERVICES OF SANDUSKY - TRANSFER FACILITY,4005 TIFFIN AVE,SANDUSKY,OH,44870,NOT AVAILABLE,(419) 626-2454,TRANSFER,OPEN,ERIE,39043,USA,41.4173999769275,-82.7612873793091,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,REPUBLIC SERVICES OF SANDUSKY - TRANSFER STATION,NOT AVAILABLE,SWTF018429,not ARC,39043,NA,NA,NA,NA,NA,NA
180,391986,FAYETTE COUNTY TRANSFER FACILITY,1580 ROBINSON RD SE,WASHINGTON COURT HOUSE,OH,43160,NOT AVAILABLE,(740) 335-1541,TRANSFER,OPEN,FAYETTE,39047,USA,39.5273471165762,-83.4068867856965,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,FAYETTE COUNTY COMMISSIONERS,NOT AVAILABLE,SWTF018436,not ARC,39047,NA,NA,NA,NA,NA,NA
181,392019,SWACO MORSE ROAD TRANSFER FACILITY,4262 MORSE RD,COLUMBUS,OH,43230,NOT AVAILABLE,(614) 871-5100,TRANSFER,OPEN,FRANKLIN,39049,USA,40.0573018494009,-82.8903005029658,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,SOLID WASTE AUTHORITY OF CENTRAL OHIO,NOT AVAILABLE,SWTF018397,not ARC,39049,NA,NA,NA,NA,NA,NA
182,391987,FULTON COUNTY SOLID WASTE FACILITY,9184 CO RD 14,WAUSEON,OH,43567,NOT AVAILABLE,(419) 337-9263,TRANSFER,OPEN,FULTON,39051,USA,41.6064066341589,-84.133655211119,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,FULTON COUNTY COMMISSIONERS,NOT AVAILABLE,SWTF018399,not ARC,39051,NA,NA,NA,NA,NA,NA
183,391997,KIMBLE TRANSFER & RECYCLING FACILITY - CAMBRIDGE,4201 GLENN HIGHWAY,CAMBRIDGE,OH,43725,NOT AVAILABLE,(330) 343-1226,TRANSFER,OPEN,GUERNSEY,39059,USA,40.009974484435,-81.6639922202647,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,KEITH B KIMBLE,NOT AVAILABLE,SWTF018433,in ARC,39059,39059977200,39059977200,39059977200,390599772004,390599772004,390599772004
184,392026,WASTE MANAGEMENT OF OHIO NEWARK TRANSFER FACILITY,100 ECOLOGY ROW,NEWARK,OH,43055,NOT AVAILABLE,(740) 345-1212,TRANSFER,OPEN,LICKING,39089,USA,40.0583666628912,-82.3622876771345,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,WASTE MANAGEMENT OF OHIO NEWARK TRANSFER,NOT AVAILABLE,SWTF018430,not ARC,39089,NA,NA,NA,NA,NA,NA
185,391990,HARDIN COUNTY SOLID WASTE FACILITY,45 JONES RD,KENTON,OH,43326,NOT AVAILABLE,(419) 674-2205,TRANSFER,OPEN,HARDIN,39065,USA,40.6504704909205,-83.6385261813381,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,HARDIN COUNTY COMMISSIONERS,NOT AVAILABLE,SWTF018402,not ARC,39065,NA,NA,NA,NA,NA,NA
186,392005,KILBARGER CONSTRUCTION INC MEIGS COUNTY TRANSFER FAC,34878 ROCK SPRINGS RD,POMEROY,OH,45769,NOT AVAILABLE,(740) 385-6019,TRANSFER,OPEN,MEIGS,39105,USA,39.0690149616712,-82.012986121912,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,"KILBARGER CONSTRUCTION, INC.",NOT AVAILABLE,SWTF018440,in ARC,39105,39105964200,39105964200,39105964200,391059642003,391059642003,391059642003
187,392017,SHELBY COUNTY TRANSFER FACILITY,1604 RIVERSIDE DR,SIDNEY,OH,45365,NOT AVAILABLE,(937) 498-7226,TRANSFER,OPEN,SHELBY,39149,USA,40.3055647840876,-84.1372172629663,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,SHELBY COUNTY BOARD OF COMMISSIONERS,NOT AVAILABLE,SWTF018419,not ARC,39149,NA,NA,NA,NA,NA,NA
188,392007,MID-STATE WASTE TRANSFER FACILITY,7583 TWP RD 81,BELLVILLE,OH,44813,NOT AVAILABLE,(419) 362-1446,TRANSFER,OPEN,MORROW,39117,USA,40.6229805191357,-82.6527752792557,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,UNVERIFIED,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,MARK R. PHILLIPS,NOT AVAILABLE,SWTF018458,not ARC,39117,NA,NA,NA,NA,NA,NA
189,391977,RUMPKE WASTE INC CIRCLEVILLE TRANSFER FACILITY,21955 HASSLE DR,CIRCLEVILLE,OH,43113,NOT AVAILABLE,(513) 851-0122,TRANSFER,OPEN,PICKAWAY,39129,USA,39.6098757756466,-82.9548192829835,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,NOT AVAILABLE,NOT AVAILABLE,12/31/2018,"RUMPKE WASTE, INC.",NOT AVAILABLE,SWTF018413,not ARC,39129,NA,NA,NA,NA,NA,NA
190,391949,STONY HOLLOW LANDFILL INC,2460 S GETTYSBURG AVENUE,DAYTON,OH,45417,NOT AVAILABLE,(937) 356-6199,MUNICIPAL,OPEN,MONTGOMERY,39113,USA,39.7126187535527,-84.2484197766514,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY/OTHER,1583712000000,http://www.ncowaste.org/Disposal_Sites.html,110037514758,12/31/2018,"STONY HOLLOW LANDFILL, INC.",NOT AVAILABLE,MSWL018749,not ARC,39113,NA,NA,NA,NA,NA,NA
191,391887,REPUBLIC SERVICES INC CELINA SANITARY LANDFILL,6141 DEPWEG RD,CELINA,OH,45822,NOT AVAILABLE,(419) 925-4592,MUNICIPAL,OPEN,MERCER,39107,USA,40.4522635641122,-84.5675569516919,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,https://plus.google.com/111572689913738770190/about?gl=us&hl=en,110004665540,12/31/2018,LAIDLAW WASTE SYSTEMS INC.,NOT AVAILABLE,MSWL018816,not ARC,39107,NA,NA,NA,NA,NA,NA
192,391938,PREBLE COUNTY SANITARY LANDFILL,4239 STATE RTE 127 S,EATON,OH,45320,NOT AVAILABLE,(937) 456-2621,MUNICIPAL,OPEN,PREBLE,39135,USA,39.6851666117498,-84.6344975852953,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.preblecountyrecycles.org/landfill.html,110009610787,12/31/2018,PREBLE CO. BOARD OF COUNTY COMMISSIONERS,NOT AVAILABLE,MSWL018790,not ARC,39135,NA,NA,NA,NA,NA,NA
193,391882,RUMPKE WASTE INC BROWN COUNTY LANDFILL,9427 BEYERS RD,GEORGETOWN,OH,45121,NOT AVAILABLE,(513) 851-0122,MUNICIPAL,OPEN,BROWN,39015,USA,38.8978571589807,-83.9030981918281,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.rumpke.com/about-us/facilities,110004719653,12/31/2018,"RUMPKE WASTE, INC.",NOT AVAILABLE,MSWL018788,in ARC,39015,39015951800,39015951800,39015951800,390159518001,390159518001,390159518001
194,391964,WILMINGTON SANITARY LANDFILL,397 S NELSON AVE,WILMINGTON,OH,45177,NOT AVAILABLE,(937) 382-6474,MUNICIPAL,OPEN,CLINTON,39027,USA,39.438691767611,-83.8563082563209,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.ci.wilmington.oh.us/sanitation.cfm,110012715428,12/31/2018,CITY OF WILMINGTON,NOT AVAILABLE,MSWL018744,not ARC,39027,NA,NA,NA,NA,NA,NA
195,391880,BOND ROAD LANDFILL,11425 BOND RD,WEST HARRISON,OH,45030,NOT AVAILABLE,(513) 851-0122,MUNICIPAL,OPEN,HAMILTON,39061,USA,39.2078661244221,-84.8138366141684,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,NOT AVAILABLE,110007718461,12/31/2018,"BOND ROAD SITE, INC.",NOT AVAILABLE,MSWL018784,not ARC,39061,NA,NA,NA,NA,NA,NA
196,391879,RUMPKE WASTE INC BEECH HOLLOW LANDFILL,28 AW LONG RD,WELLSTON,OH,45692,NOT AVAILABLE,(513) 851-0122,MUNICIPAL,OPEN,JACKSON,39079,USA,39.1297323280845,-82.4664084532874,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.rumpke.com/about-us/facilities,110006308548,12/31/2018,"RUMPKE WASTE, INC.",NOT AVAILABLE,MSWL018796,in ARC,39079,39079957200,39079957200,39079957200,390799572001,390799572001,390799572001
197,391935,RUMPKE WASTE INC PIKE SANITATION LANDFILL,11775 STATE RTE 220 E,WAVERLY,OH,45690,NOT AVAILABLE,(513) 851-0122,MUNICIPAL,OPEN,PIKE,39131,USA,39.0846766056409,-82.9607303820015,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.rumpke.com/about-us/facilities,110006283128,12/31/2018,"RUMPKE WASTE, INC.",NOT AVAILABLE,MSWL018806,in ARC,39131,39131952300,39131952300,39131952300,391319523001,391319523001,391319523005
198,391909,SWACO FRANKLIN COUNTY SANITARY LANDFILL,3851 LONDON GROVEPORT RD,GROVE CITY,OH,43123,NOT AVAILABLE,(614) 871-5100,MUNICIPAL,OPEN,FRANKLIN,39049,USA,39.8359908293134,-83.0969078935844,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.ncowaste.org/Disposal_Sites.html,110009666352,12/31/2018,SOLID WASTE AUTHORITY OF CENTRAL OHIO,NOT AVAILABLE,MSWL018803,not ARC,39049,NA,NA,NA,NA,NA,NA
199,391896,CRAWFORD COUNTY LANDFILL,5128 LINCOLN HWY EAST,BUCYRUS,OH,44820,NOT AVAILABLE,(513) 851-0122,"MUNICIPAL, C&D",OPEN,CRAWFORD,39033,USA,40.8172956127024,-82.8671484938079,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.crawfordcountysolidwaste.com/,110009673790,12/31/2018,CRAWFORD COUNTY BOARD OF COMMISSIONERS,NOT AVAILABLE,"MSWL018774, CDDL018807",not ARC,39033,NA,NA,NA,NA,NA,NA
200,391876,AMERICAN LANDFILL INC,7916 CHAPEL ST SE,WAYNESBURG,OH,44688,NOT AVAILABLE,(330) 866-3265,MUNICIPAL,OPEN,STARK,39151,USA,40.7110395366453,-81.2599484716446,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://americanlandfill.wm.com/index.jsp,110001629587,12/31/2018,"AMERICAN LANDFILL, INC.",NOT AVAILABLE,MSWL018809,not ARC,39151,NA,NA,NA,NA,NA,NA
201,391892,COSHOCTON LANDFILL INC,19469 COUNTY RD NO 7,COSHOCTON,OH,43812,NOT AVAILABLE,(740) 787-2327,MUNICIPAL,OPEN,COSHOCTON,39031,USA,40.2273670693348,-81.8280427608647,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.wm.com/find-a-facility.jsp#/?address=43812%20usa&radius=80500,110015830591,12/31/2018,"COSHOCTON LANDFILL, INC.",NOT AVAILABLE,MSWL018823,in ARC,39031,39031991200,39031961200,39031961200,390319912001,390319612001,390319612001
202,391919,KIMBLE SANITARY LANDFILL,3596 STATE RTE 39 NW,DOVER,OH,44622,NOT AVAILABLE,(330) 343-1226,MUNICIPAL,OPEN,TUSCARAWAS,39157,USA,40.50452208003,-81.5277986620786,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.kimblecompanies.com/sanitary-landfill,110041506162,12/31/2018,KEITH B KIMBLE,NOT AVAILABLE,MSWL018778,in ARC,39157,39157020500,39157020500,39157020500,391570205003,391570205003,391570205003
203,391891,COSHOCTON CITY LANDFILL,STATE RTE 83 S,COSHOCTON,OH,43812,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,CLOSED,COSHOCTON,39031,USA,40.1954671369988,-81.8403602901952,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,NOT AVAILABLE,110008586360,12/31/2018,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,39031,39031991200,39031961200,39031961200,390319912001,390319612001,390319612001
204,391910,GALLIA COUNTY LANDFILL,497 ROUSH HOLLOW RD,BIDWELL,OH,45614,NOT AVAILABLE,(740) 446-4374,MUNICIPAL,OPEN,GALLIA,39053,USA,38.98198239707,-82.2368865869464,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www1.wmsolutions.com/facilities/details/id/15,110006321710,12/31/2018,GALLIA COUNTY COMMISSIONERS,NOT AVAILABLE,MSWL018798,in ARC,39053,39053953500,39053953500,39053953500,390539535001,390539535001,390539535001
205,391963,WILLIAMS COUNTY LANDFILL,12604 CO RD G,BRYAN,OH,43506,NOT AVAILABLE,(567) 210-3460,MUNICIPAL,OPEN,WILLIAMS,39171,USA,41.5143731806778,-84.5845597924005,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,https://plus.google.com/117033998415041596603/about?hl=en,110007161418,12/31/2018,WILLIAMS COUNTY LANDFILL,NOT AVAILABLE,MSWL018805,not ARC,39171,NA,NA,NA,NA,NA,NA
206,391965,WOOD COUNTY COMMISSIONERS,15320 TONTOGANY RD,BOWLING GREEN,OH,43402,NOT AVAILABLE,(419) 354-9100,MUNICIPAL,OPEN,WOOD,39173,USA,41.3770948098776,-83.7370607412602,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.wcswmd.org/,110011015481,12/31/2018,"BOARD OF COUNTY COMMISSIONERS, WOOD COUNTY",NOT AVAILABLE,MSWL018769,not ARC,39173,NA,NA,NA,NA,NA,NA
207,391899,DEFIANCE COUNTY SANITARY LANDFIL,13207 CANAL RD,DEFIANCE,OH,43512,NOT AVAILABLE,(419) 782-5442,MUNICIPAL,OPEN,DEFIANCE,39039,USA,41.2499759201526,-84.4126271797006,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.defiance-county.com/landfill/,110034171054,12/31/2018,DEFIANCE COUNTY BOARD OF COMMISSIONERS,NOT AVAILABLE,MSWL018764,not ARC,39039,NA,NA,NA,NA,NA,NA
208,391932,RUMPKE OF NORTHERN OHIO INC NOBLE ROAD LANDFILL,170 NOBLE RD E,SHILOH,OH,44878,NOT AVAILABLE,(513) 851-0122,MUNICIPAL,OPEN,RICHLAND,39139,USA,40.9732388900628,-82.4851178214303,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://epa.ohio.gov/portals/34/document/facility_lists/lic_cdd.pdf,1556755200000,IMAGERY,1583712000000,http://www.rumpke.com/about-us/facilities,110006278866,12/31/2018,RUMPKE OF NORTHERN OHIO INC,NOT AVAILABLE,MSWL018820,not ARC,39139,NA,NA,NA,NA,NA,NA
